Sport,League,Home_Team,Away_Team,Scenario,Points,Actual_Points,OU
BASKETBALL,NBA,OKC THUNDER,NY KNICKS,n/a,223.5,224,O
BASKETBALL,NBA,HOU ROCKETS,BOS CELTICS,n/a,220.5,195,U
BASKETBALL,NBA,NO PELICANS,WAS WIZARDS,n/a,233.0,252,O
BASKETBALL,NBA,DAL MAVERICKS,CLE CAVALIERS,n/a,232.0,256,O
BASKETBALL,NBA,DEN NUGGETS,SA SPURS,n/a,238.0,223,U
BASKETBALL,NBA,SAC KINGS,MEM GRIZZLIES,n/a,242.0,271,O
BASKETBALL,NBA,LA LAKERS,ATL HAWKS,n/a,231.5,221,U
FOOTBALL,CFB,TEXAS STATE,NORTH TEXAS,n/a,66.5,58,U
FOOTBALL,CFB,VIRGINIA TECH,MINNESOTA,n/a,43.5,34,U
BASKETBALL,CBB,BOWLING GREEN,AKRON,n/a,157.0,139,U
BASKETBALL,CBB,WISCONSIN,IOWA,n/a,162.0,201,O
BASKETBALL,CBB,TEMPLE,WICHITA STATE,n/a,153.5,176,O
BASKETBALL,CBB,SAINT FRANCIS PA,CENTRAL CONNECTICUT STATE,n/a,137.0,133,U
BASKETBALL,CBB,SAINT PETERS,QUINNIPIAC,n/a,139.0,105,U
BASKETBALL,CBB,MERCYHURST,STONEHILL,n/a,133.5,145,O
BASKETBALL,CBB,OHIO STATE,MICHIGAN STATE,n/a,148.5,131,U
BASKETBALL,CBB,GEORGETOWN,XAVIER,n/a,146.5,132,U
BASKETBALL,CBB,MARQUETTE,CREIGHTON,n/a,146.0,150,O
BASKETBALL,CBB,SAINT LOUIS,SAINT JOSEPHS,n/a,152.0,130,U
BASKETBALL,CBB,NEW MEXICO,NEVADA,n/a,150.5,163,O
BASKETBALL,NBA,MIN TIMBERWOLVES,BOS CELTICS,n/a,218.5,233,O
BASKETBALL,NBA,MIA HEAT,IND PACERS,n/a,225.0,243,O
BASKETBALL,NBA,OKC THUNDER,LA CLIPPERS,n/a,215.0,214,U
BASKETBALL,NBA,MIL BUCKS,BKN NETS,n/a,221.5,223,O
BASKETBALL,NBA,GS WARRIORS,PHI 76ERS,n/a,216.0,244,O
BASKETBALL,NBA,LA LAKERS,POR TRAIL BLAZERS,n/a,224.0,220,U
BASKETBALL,NBA,WAS WIZARDS,CHI BULLS,n/a,238.5,232,U
BASKETBALL,NBA,DET PISTONS,ORL MAGIC,n/a,212.5,201,U
BASKETBALL,NBA,NY KNICKS,UTA JAZZ,n/a,229.5,222,U
BASKETBALL,NBA,MIA HEAT,NO PELICANS,n/a,220.0,227,O
BASKETBALL,NBA,TOR RAPTORS,BKN NETS,n/a,221.0,243,O
BASKETBALL,NBA,HOU ROCKETS,DAL MAVERICKS,n/a,222.5,209,U
BASKETBALL,NBA,DEN NUGGETS,ATL HAWKS,n/a,246.5,259,O
BASKETBALL,NBA,SAC KINGS,PHI 76ERS,n/a,222.0,220,U
BASKETBALL,NBA,IND PACERS,MIL BUCKS,n/a,223.5,232,O
BASKETBALL,NBA,BOS CELTICS,TOR RAPTORS,n/a,216.5,196,U
BASKETBALL,NBA,SA SPURS,LA CLIPPERS,n/a,217.5,208,U
BASKETBALL,NBA,OKC THUNDER,MIN TIMBERWOLVES,n/a,217.0,218,O
BASKETBALL,NBA,LA LAKERS,CLE CAVALIERS,n/a,227.5,232,O
BASKETBALL,NBA,PHO SUNS,MEM GRIZZLIES,n/a,236.5,229,U
BASKETBALL,NBA,WAS WIZARDS,NY KNICKS,n/a,228.5,232,O
BASKETBALL,NBA,CHA HORNETS,CHI BULLS,n/a,226.0,223,U
BASKETBALL,NBA,NO PELICANS,LA CLIPPERS,n/a,218.5,219,O
BASKETBALL,NBA,UTA JAZZ,DEN NUGGETS,n/a,238.5,253,O
BASKETBALL,NBA,GS WARRIORS,CLE CAVALIERS,n/a,230.5,208,U
BASKETBALL,NBA,POR TRAIL BLAZERS,PHI 76ERS,n/a,222.0,228,O
BASKETBALL,NBA,SAC KINGS,DAL MAVERICKS,n/a,229.0,210,U
FOOTBALL,NFL,SF 49ERS,DET LIONS,n/a,50.5,74,O
FOOTBALL,NFL,BUF BILLS,NY JETS,n/a,46.0,54,O
FOOTBALL,NFL,NY GIANTS,IND COLTS,n/a,40.0,78,O
FOOTBALL,NFL,TB BUCCANEERS,CAR PANTHERS,n/a,48.0,62,O
FOOTBALL,NFL,PHI EAGLES,DAL COWBOYS,n/a,38.0,48,O
FOOTBALL,NFL,NO SAINTS,LV RAIDERS,n/a,38.0,35,U
FOOTBALL,NFL,JAX JAGUARS,TEN TITANS,n/a,39.5,33,U
FOOTBALL,NFL,CLE BROWNS,MIA DOLPHINS,n/a,34.0,23,U
FOOTBALL,NFL,MIN VIKINGS,GB PACKERS,n/a,49.0,52,O
FOOTBALL,NFL,WAS COMMANDERS,ATL FALCONS,n/a,46.5,54,O
BASKETBALL,NBA,BOS CELTICS,IND PACERS,n/a,232.0,237,O
BASKETBALL,NBA,TOR RAPTORS,ATL HAWKS,n/a,243.0,243,D
BASKETBALL,NBA,OKC THUNDER,MEM GRIZZLIES,n/a,233.5,236,O
BASKETBALL,NBA,HOU ROCKETS,MIA HEAT,n/a,215.0,204,U
BASKETBALL,NBA,MIN TIMBERWOLVES,SA SPURS,n/a,216.0,212,U
FOOTBALL,NFL,NE PATRIOTS,LA CHARGERS,n/a,41.5,47,O
FOOTBALL,NFL,CIN BENGALS,DEN BRONCOS,n/a,50.5,54,O
FOOTBALL,NFL,LA RAMS,ARI CARDINALS,n/a,47.5,22,U
BASKETBALL,NBA,ATL HAWKS,MIA HEAT,n/a,225.5,230,O
BASKETBALL,NBA,CHA HORNETS,OKC THUNDER,n/a,219.0,200,U
BASKETBALL,NBA,WAS WIZARDS,NY KNICKS,n/a,226.0,268,O
BASKETBALL,NBA,CHI BULLS,MIL BUCKS,n/a,233.0,227,U
BASKETBALL,NBA,GS WARRIORS,PHO SUNS,n/a,219.5,214,U
BASKETBALL,NBA,DEN NUGGETS,DET PISTONS,n/a,235.0,255,O
BASKETBALL,NBA,UTA JAZZ,PHI 76ERS,n/a,225.5,225,U
BASKETBALL,NBA,POR TRAIL BLAZERS,DAL MAVERICKS,n/a,222.5,248,O
BASKETBALL,NBA,LA LAKERS,SAC KINGS,n/a,221.5,254,O
BASKETBALL,NBA,ORL MAGIC,NY KNICKS,n/a,213.5,193,U
BASKETBALL,NBA,BOS CELTICS,IND PACERS,n/a,230.5,247,O
BASKETBALL,NBA,BKN NETS,SA SPURS,n/a,212.5,183,U
BASKETBALL,NBA,HOU ROCKETS,MIN TIMBERWOLVES,n/a,214.5,225,O
BASKETBALL,NBA,NO PELICANS,MEM GRIZZLIES,n/a,235.0,256,O
BASKETBALL,NBA,DEN NUGGETS,CLE CAVALIERS,n/a,238.0,284,O
BASKETBALL,NBA,PHO SUNS,DAL MAVERICKS,n/a,225.0,187,U
BASKETBALL,NBA,LA CLIPPERS,GS WARRIORS,n/a,212.0,194,U
FOOTBALL,CFB,VANDERBILT,GEORGIA TECH,n/a,48.5,62,O
FOOTBALL,CFB,ARKANSAS,TEXAS TECH,n/a,52.5,65,O
FOOTBALL,CFB,USC,TEXAS A&M,n/a,55.0,66,O
FOOTBALL,CFB,BOWLING GREEN,ARKANSAS STATE,n/a,53.5,69,O
BASKETBALL,NBA,IND PACERS,OKC THUNDER,n/a,227.5,234,O
BASKETBALL,NBA,ORL MAGIC,MIA HEAT,n/a,208.5,177,U
BASKETBALL,NBA,WAS WIZARDS,CHA HORNETS,n/a,228.5,223,U
BASKETBALL,NBA,ATL HAWKS,CHI BULLS,n/a,242.5,274,O
BASKETBALL,NBA,MIL BUCKS,BKN NETS,n/a,206.5,216,O
BASKETBALL,NBA,NO PELICANS,HOU ROCKETS,n/a,221.5,239,O
BASKETBALL,NBA,MEM GRIZZLIES,TOR RAPTORS,n/a,240.5,281,O
BASKETBALL,NBA,SAC KINGS,DET PISTONS,n/a,226.0,227,O
BASKETBALL,NBA,POR TRAIL BLAZERS,UTA JAZZ,n/a,225.5,242,O
FOOTBALL,NFL,CHI BEARS,SEA SEAHAWKS,n/a,41.5,9,U
BASKETBALL,CBB,MURRAY STATE,LOYOLA CHICAGO,n/a,138.5,139,O
BASKETBALL,CBB,CHARLOTTE,CHARLESTON,n/a,145.0,165,O
BASKETBALL,CBB,HAWAII,OAKLAND,n/a,132.5,143,O
BASKETBALL,CBB,NEBRASKA,OREGON STATE,n/a,137.0,144,O
FOOTBALL,NFL,KC CHIEFS,PIT STEELERS,n/a,44.0,39,U
FOOTBALL,NFL,HOU TEXANS,BAL RAVENS,n/a,47.0,33,U
BASKETBALL,NBA,NY KNICKS,SA SPURS,n/a,223.0,231,O
BASKETBALL,NBA,DAL MAVERICKS,MIN TIMBERWOLVES,n/a,221.0,204,U
BASKETBALL,NBA,BOS CELTICS,PHI 76ERS,n/a,222.0,232,O
BASKETBALL,NBA,GS WARRIORS,LA LAKERS,n/a,222.0,228,O
BASKETBALL,NBA,PHO SUNS,DEN NUGGETS,n/a,232.0,210,U
FOOTBALL,CFB,SAN JOSE STATE,SOUTH FLORIDA,n/a,65.0,80,O
FOOTBALL,CFB,UTSA,COASTAL CAROLINA,n/a,56.0,59,O
FOOTBALL,CFB,FRESNO STATE,NORTHERN ILLINOIS,n/a,39.5,48,O
FOOTBALL,NFL,GB PACKERS,NO SAINTS,n/a,42.5,34,U
BASKETBALL,CBB,LOYOLA CHICAGO,CHARLESTON,n/a,147.0,145,U
BASKETBALL,CBB,TENNESSEE,MIDDLE TENNESSEE,n/a,143.0,146,O
BASKETBALL,CBB,NORTH DAKOTA STATE,CSU BAKERSFIELD,n/a,139.5,154,O
BASKETBALL,CBB,OAKLAND,OREGON STATE,n/a,131.0,154,O
BASKETBALL,CBB,WASHINGTON,SEATTLE,n/a,143.0,149,O
BASKETBALL,CBB,HAWAII,NEBRASKA,n/a,142.5,124,U
BASKETBALL,CBB,CHARLOTTE,MURRAY STATE,n/a,139.0,184,O
BASKETBALL,NBA,ORL MAGIC,BOS CELTICS,n/a,215.0,212,U
BASKETBALL,NBA,CLE CAVALIERS,UTA JAZZ,n/a,232.0,237,O
BASKETBALL,NBA,PHI 76ERS,SA SPURS,n/a,218.0,217,U
BASKETBALL,NBA,CHA HORNETS,HOU ROCKETS,n/a,218.0,215,U
BASKETBALL,NBA,MIA HEAT,BKN NETS,n/a,214.5,205,U
BASKETBALL,NBA,ATL HAWKS,MIN TIMBERWOLVES,n/a,222.5,221,U
BASKETBALL,NBA,NY KNICKS,TOR RAPTORS,n/a,226.5,264,O
BASKETBALL,NBA,MEM GRIZZLIES,LA CLIPPERS,n/a,230.5,224,U
BASKETBALL,NBA,CHI BULLS,MIL BUCKS,n/a,232.5,203,U
BASKETBALL,NBA,OKC THUNDER,WAS WIZARDS,n/a,223.5,228,O
BASKETBALL,NBA,DAL MAVERICKS,POR TRAIL BLAZERS,n/a,229.0,240,O
BASKETBALL,NBA,GS WARRIORS,IND PACERS,n/a,231.0,216,U
BASKETBALL,NBA,DEN NUGGETS,PHO SUNS,n/a,233.0,207,U
BASKETBALL,NBA,LA LAKERS,DET PISTONS,n/a,224.0,231,O
BASKETBALL,CBB,ALABAMA,KENT STATE,n/a,154.5,135,U
BASKETBALL,CBB,MICHIGAN,PURDUE FORT WAYNE,n/a,160.5,147,U
BASKETBALL,CBB,MISSOURI,ILLINOIS,n/a,156.0,157,O
BASKETBALL,CBB,MIAMI OH,SACRED HEART,n/a,146.0,170,O
BASKETBALL,CBB,STONEHILL,NEW HAMPSHIRE,n/a,135.0,173,O
BASKETBALL,CBB,TOWSON,BRYANT,n/a,145.5,135,U
BASKETBALL,CBB,IOWA STATE,MORGAN STATE,n/a,160.5,171,O
BASKETBALL,CBB,OKLAHOMA,CENTRAL ARKANSAS,n/a,146.5,155,O
BASKETBALL,CBB,TCU,MONTANA STATE,n/a,141.0,130,U
BASKETBALL,CBB,VCU,WILLIAM & MARY,n/a,156.0,160,O
BASKETBALL,CBB,GEORGE MASON,PENNSYLVANIA,n/a,135.5,138,O
BASKETBALL,CBB,SOUTH CAROLINA,RADFORD,n/a,138.5,122,U
BASKETBALL,CBB,WISCONSIN,DETROIT MERCY,n/a,148.0,139,U
BASKETBALL,CBB,MISSOURI STATE,UC SANTA BARBARA,n/a,137.0,124,U
BASKETBALL,CBB,VIRGINIA,AMERICAN,n/a,120.0,121,O
BASKETBALL,CBB,WEST VIRGINIA,MERCYHURST,n/a,136.0,113,U
BASKETBALL,CBB,KANSAS,BROWN,n/a,144.0,140,U
BASKETBALL,CBB,OKLAHOMA STATE,ORAL ROBERTS,n/a,153.5,160,O
BASKETBALL,CBB,CHARLESTON,OREGON STATE,n/a,141.5,139,U
BASKETBALL,CBB,UAB,ALCORN,n/a,156.0,165,O
BASKETBALL,CBB,RICE,PRAIRIE VIEW,n/a,156.0,110,U
BASKETBALL,CBB,NORTH TEXAS,HOUSTON CHRISTIAN,n/a,129.5,108,U
BASKETBALL,CBB,LOUISIANA,MCNEESE,n/a,142.0,120,U
BASKETBALL,CBB,LSU,NEW ORLEANS,n/a,153.0,156,O
BASKETBALL,CBB,GEORGIA,CHARLESTON SOUTHERN,n/a,146.0,146,D
BASKETBALL,CBB,GRAND CANYON,SAINT LOUIS,n/a,154.5,145,U
BASKETBALL,CBB,NC STATE,RIDER,n/a,135.5,152,O
BASKETBALL,CBB,USC,SOUTHERN UNIVERSITY,n/a,144.5,133,U
BASKETBALL,CBB,CINCINNATI,GRAMBLING,n/a,136.0,133,U
BASKETBALL,CBB,OAKLAND,LOYOLA CHICAGO,n/a,134.0,143,O
BASKETBALL,CBB,CAL STATE FULLERTON,WYOMING,n/a,132.0,142,O
BASKETBALL,CBB,SETON HALL,GEORGETOWN,n/a,129.5,121,U
BASKETBALL,CBB,LOYOLA MARYMOUNT,NORTH ALABAMA,n/a,144.5,154,O
BASKETBALL,CBB,SAINT MARYS,UTAH STATE,n/a,142.5,143,O
BASKETBALL,CBB,MURRAY STATE,NEBRASKA,n/a,144.5,115,U
BASKETBALL,CBB,HAWAII,CHARLOTTE,n/a,138.0,139,O
FOOTBALL,NFL,CHI BEARS,DET LIONS,n/a,48.0,51,O
FOOTBALL,NFL,CIN BENGALS,CLE BROWNS,n/a,46.0,30,U
FOOTBALL,NFL,WAS COMMANDERS,PHI EAGLES,n/a,46.5,69,O
FOOTBALL,NFL,NY JETS,LA RAMS,n/a,47.0,28,U
FOOTBALL,NFL,ATL FALCONS,NY GIANTS,n/a,42.5,41,U
FOOTBALL,NFL,CAR PANTHERS,ARI CARDINALS,n/a,47.0,66,O
FOOTBALL,NFL,IND COLTS,TEN TITANS,n/a,42.5,68,O
FOOTBALL,NFL,SEA SEAHAWKS,MIN VIKINGS,n/a,42.5,51,O
FOOTBALL,NFL,BUF BILLS,NE PATRIOTS,n/a,46.5,45,U
FOOTBALL,NFL,MIA DOLPHINS,SF 49ERS,n/a,44.5,46,O
FOOTBALL,NFL,LV RAIDERS,JAX JAGUARS,n/a,41.0,33,U
FOOTBALL,NFL,DAL COWBOYS,TB BUCCANEERS,n/a,48.5,50,O
BASKETBALL,NBA,TOR RAPTORS,HOU ROCKETS,n/a,222.0,224,O
BASKETBALL,NBA,SAC KINGS,IND PACERS,n/a,236.0,217,U
BASKETBALL,NBA,NO PELICANS,DEN NUGGETS,n/a,232.5,261,O
BASKETBALL,CBB,BUTLER,UCONN,n/a,143.5,152,O
BASKETBALL,CBB,XAVIER,MARQUETTE,n/a,154.5,142,U
BASKETBALL,CBB,GEORGIA TECH,DUKE,n/a,144.5,138,U
BASKETBALL,CBB,RUTGERS,PRINCETON,n/a,152.0,165,O
BASKETBALL,CBB,BOSTON COLLEGE,SMU,n/a,147.5,180,O
BASKETBALL,CBB,INDIANA,CHATTANOOGA,n/a,154.0,139,U
BASKETBALL,CBB,DREXEL,PENN STATE,n/a,147.5,139,U
BASKETBALL,CBB,VIRGINIA TECH,SAINT JOSEPHS,n/a,142.5,144,O
BASKETBALL,CBB,DARTMOUTH,VERMONT,n/a,135.0,138,O
BASKETBALL,CBB,NORTHERN KENTUCKY,SOUTH CAROLINA STATE,n/a,137.0,105,U
BASKETBALL,CBB,FLORIDA,NORTH FLORIDA,n/a,171.0,144,U
BASKETBALL,CBB,MEMPHIS,MISSISSIPPI STATE,n/a,150.5,145,U
BASKETBALL,CBB,PITTSBURGH,SAM HOUSTON,n/a,152.0,188,O
BASKETBALL,CBB,USC UPSTATE,YOUNGSTOWN STATE,n/a,150.5,136,U
BASKETBALL,CBB,MONMOUTH,FAIRFIELD,n/a,146.0,162,O
BASKETBALL,CBB,COPPIN STATE,NAVY,n/a,138.0,128,U
BASKETBALL,CBB,ROBERT MORRIS,SAINT FRANCIS PA,n/a,143.5,167,O
BASKETBALL,CBB,LOYOLA MARYLAND,HAMPTON,n/a,138.0,144,O
BASKETBALL,CBB,CENTAL CONNECTICUT STATE,QUINNIPIAC,n/a,138.0,164,O
BASKETBALL,CBB,TEXAS TECH,LAMAR,n/a,140.0,158,O
BASKETBALL,CBB,CLEMSON,WAKE FOREST,n/a,134.0,135,O
BASKETBALL,CBB,MICHIGAN STATE,FLORIDA ATLANTIC,n/a,158.0,155,U
BASKETBALL,CBB,LIBERTY,UT ARLINGTON,n/a,142.5,135,U
BASKETBALL,CBB,TROY,GEORGIA STATE,n/a,146.0,134,U
BASKETBALL,CBB,FLORIDA STATE,LOUISVILLE,n/a,153.5,166,O
BASKETBALL,CBB,MIAMI FL,MOUNT SAINT MARYS,n/a,151.5,153,O
BASKETBALL,CBB,WINTHROP,MERCER,n/a,159.0,199,O
BASKETBALL,CBB,MINNESOTA,FAIRLEIGH DICKINSON,n/a,146.0,134,U
BASKETBALL,CBB,BOWLING GREEN,SAINT THOMAS MN,n/a,154.0,161,O
BASKETBALL,CBB,UMASS LOWELL,BOSTON UNIVERSITY,n/a,145.0,154,O
BASKETBALL,CBB,BALL STATE,EVANSVILLE,n/a,140.0,123,U
BASKETBALL,CBB,EASTERN MICHIGAN,WRIGHT STATE,n/a,147.0,168,O
BASKETBALL,CBB,CSUN,CHICAGO STATE,n/a,150.0,138,U
BASKETBALL,CBB,SOUTH ALABAMA,JAMES MADISON,n/a,137.0,126,U
BASKETBALL,CBB,UNC WILMINGTON,UNC ASHEVILLE,n/a,152.0,159,O
BASKETBALL,CBB,UMKC,ETSU,n/a,141.5,139,U
BASKETBALL,CBB,SOUTHERN ILLINOIS,HIGH POINT,n/a,146.5,175,O
BASKETBALL,CBB,HOUSTON,A&M-CORPUS CHRISTI,n/a,134.0,138,O
BASKETBALL,CBB,EASTERN KENTUCKY,JACKSONVILLE STATE,n/a,146.0,171,O
BASKETBALL,CBB,DUQUESNE,UC IRVINE,n/a,131.5,124,U
BASKETBALL,CBB,ARKANSAS,NORTH CAROLINA A&T,n/a,159.0,162,O
BASKETBALL,CBB,NORTH CAROLINA,UCLA,n/a,149.0,150,O
BASKETBALL,CBB,UNLV,UC RIVERSIDE,n/a,141.0,119,U
BASKETBALL,CBB,HARVARD,FURMAN,n/a,139.0,140,O
BASKETBALL,CBB,ARKANSAS STATE,COASTAL CAROLINA,n/a,142.5,164,O
BASKETBALL,CBB,SOUTH FLORIDA,EAST TEXAS A&M,n/a,145.0,150,O
BASKETBALL,CBB,EAST CAROLINA,GARDNER-WEBB,n/a,144.5,163,O
BASKETBALL,CBB,SOUTHERN MISS,MARSHALL,n/a,"",134,D
BASKETBALL,CBB,PEPPERDINE,UC DAVIS,n/a,145.5,131,U
BASKETBALL,CBB,VANDERBILT,AUSTIN PEAY,n/a,142.5,140,U
BASKETBALL,CBB,ULM,OLD DOMINION,n/a,146.0,155,O
BASKETBALL,CBB,COLORADO,BELLARMINE,n/a,145.5,134,U
BASKETBALL,CBB,TULSA,MISSISSIPPI VALLEY,n/a,136.0,141,O
BASKETBALL,CBB,BOISE STATE,AIR FORCE,n/a,135.0,136,O
BASKETBALL,CBB,TEXAS STATE,GEORGIA SOUTHERN,n/a,148.5,144,U
BASKETBALL,CBB,MOREHEAD STATE,TENNESSEE STATE,n/a,148.0,142,U
BASKETBALL,CBB,CREIGHTON,VILLANOVA,n/a,145.0,165,O
BASKETBALL,CBB,UMASS,ARIZONA STATE,n/a,150.5,140,U
BASKETBALL,CBB,NORTHWESTERN,DEPAUL,n/a,136.5,148,O
BASKETBALL,CBB,ALABAMA A&M,SAMFORD,n/a,164.0,187,O
BASKETBALL,CBB,WASHINGTON STATE,NORTHERN IOWA,n/a,149.0,144,U
BASKETBALL,CBB,SOUTHERN UTAH,NORTHERN ARIZONA,n/a,151.0,158,O
BASKETBALL,CBB,ARIZONA,CENTRAL MICHIGAN,n/a,153.0,135,U
BASKETBALL,CBB,ABILENE CHRISTIAN,TEXAS SOUTHERN,n/a,145.0,134,U
BASKETBALL,CBB,PACIFIC,IDAHO,n/a,143.5,167,O
BASKETBALL,CBB,PORTLAND,LAFAYETTE,n/a,141.5,138,U
BASKETBALL,CBB,AUBURN,PURDUE,n/a,149.0,156,O
BASKETBALL,CBB,SOUTHERN INDIANA,UT MARTIN,n/a,145.0,123,U
BASKETBALL,CBB,LINDENWOOD,WESTERN ILLINOIS,n/a,136.5,136,U
BASKETBALL,CBB,SE MISSOURI STATE,SIU EDWARDSVILLE,n/a,140.5,144,O
BASKETBALL,CBB,SANTA CLARA,SOUTH DAKOTA,n/a,168.0,179,O
BASKETBALL,CBB,NEVADA,COLORADO STATE,n/a,138.5,130,U
BASKETBALL,CBB,DAVIDSON,BETHUNE-COOKMAN,n/a,143.0,139,U
BASKETBALL,CBB,DENVER,NORTHERN COLORADO,n/a,156.0,157,O
BASKETBALL,CBB,OLE MISS,QUEENS NC,n/a,153.5,142,U
BASKETBALL,CBB,FRESNO STATE,CALIFORNIA BAPTIST,n/a,152.0,155,O
BASKETBALL,CBB,KENTUCKY,OHIO STATE,n/a,160.5,150,U
BASKETBALL,CBB,SAN FRANCISCO,MONTANA,n/a,148.0,138,U
BASKETBALL,CBB,RICHMOND,VMI,n/a,145.0,149,O
BASKETBALL,CBB,IOWA,UTAH,n/a,164.0,183,O
BASKETBALL,CBB,FIU,IU INDIANAPOLIS,n/a,145.5,144,U
BASKETBALL,CBB,UCF,JACKSONVILLE,n/a,143.0,152,O
BASKETBALL,CBB,DRAKE,GREEN BAY,n/a,139.5,134,U
BASKETBALL,CBB,RHODE ISLAND,TEMPLE,n/a,151.0,164,O
BASKETBALL,CBB,WICHITA STATE,KANSAS STATE,n/a,153.0,149,U
BASKETBALL,CBB,ELON,UNC GREENSBORO,n/a,135.5,142,O
BASKETBALL,CBB,STANFORD,OREGON,n/a,149.5,137,U
BASKETBALL,CBB,OMAHA,CAL POLY,n/a,159.5,168,O
BASKETBALL,CBB,SAN DIEGO,UC SAN DIEGO,n/a,143.5,148,O
BASKETBALL,CBB,GONZAGA,BUCKNELL,n/a,151.5,151,U
BASKETBALL,CBB,WEBER STATE,UTAH VALLEY,n/a,141.5,126,U
BASKETBALL,CBB,CSU BAKERSFIELD,PORTLAND STATE,n/a,145.0,117,U
BASKETBALL,CBB,SAN DIEGO STATE,CALIFORNIA,n/a,147.0,121,U
BASKETBALL,CBB,SAN JOSE STATE,KENNESAW STATE,n/a,152.5,154,O
FOOTBALL,NFL,KC CHIEFS,HOU TEXANS,n/a,42.5,46,O
FOOTBALL,NFL,BAL RAVENS,PIT STEELERS,n/a,44.5,51,O
BASKETBALL,NBA,SAC KINGS,LA LAKERS,n/a,228.0,202,U
BASKETBALL,NBA,ORL MAGIC,MIA HEAT,n/a,209.0,235,O
BASKETBALL,NBA,ATL HAWKS,MEM GRIZZLIES,n/a,241.5,240,U
BASKETBALL,NBA,BKN NETS,UTA JAZZ,n/a,222.0,199,U
BASKETBALL,NBA,NO PELICANS,NY KNICKS,n/a,225.0,197,U
BASKETBALL,NBA,CHI BULLS,BOS CELTICS,n/a,244.5,221,U
BASKETBALL,NBA,MIL BUCKS,WAS WIZARDS,n/a,223.0,213,U
BASKETBALL,NBA,MIN TIMBERWOLVES,GS WARRIORS,n/a,213.5,216,O
BASKETBALL,NBA,CLE CAVALIERS,PHI 76ERS,n/a,219.0,225,O
BASKETBALL,NBA,DAL MAVERICKS,LA CLIPPERS,n/a,221.0,210,U
BASKETBALL,NBA,SA SPURS,POR TRAIL BLAZERS,n/a,226.5,208,U
BASKETBALL,NBA,PHO SUNS,DET PISTONS,n/a,224.5,258,O
FOOTBALL,CFB,PENN STATE,SMU,n/a,52.0,48,U
FOOTBALL,CFB,TEXAS,CLEMSON,n/a,50.5,62,O
FOOTBALL,CFB,OHIO STATE,TENNESSEE,n/a,46.5,59,O
BASKETBALL,NBA,PHI 76ERS,CHA HORNETS,n/a,214.0,206,U
BASKETBALL,NBA,CLE CAVALIERS,MIL BUCKS,n/a,221.0,225,O
BASKETBALL,NBA,MIA HEAT,OKC THUNDER,n/a,217.5,201,U
FOOTBALL,CFB,JACKSONVILLE STATE,OHIO,n/a,57.5,57,U
FOOTBALL,CFB,FLORIDA,TULANE,n/a,49.5,41,U
FOOTBALL,CFB,NOTRE DAME,INDIANA,n/a,51.0,44,U
BASKETBALL,CBB,WESTERN MICHIGAN,VALPARAISO,n/a,152.5,149,U
BASKETBALL,CBB,TEXAS A&M,HOUSTON CHRISTIAN,n/a,142.0,122,U
BASKETBALL,CBB,GRAMBLING,NORFOLK STATE,n/a,137.0,146,O
BASKETBALL,CBB,SEATTLE,ILLINOIS CHICAGO,n/a,148.5,147,U
BASKETBALL,CBB,PENNSYLVANIA,RIDER,n/a,135.0,145,O
BASKETBALL,CBB,ALABAMA STATE,DELAWARE STATE,n/a,148.0,163,O
BASKETBALL,CBB,AKRON,YALE,n/a,153.0,132,U
BASKETBALL,CBB,SAINT PETERS,DELAWARE,n/a,140.5,136,U
BASKETBALL,CBB,NC CENTRAL,LONGWOOD,n/a,143.5,149,O
BASKETBALL,CBB,NORTH TEXAS,APPALACHIAN STATE,n/a,123.5,132,O
BASKETBALL,CBB,CINCINNATI,DAYTON,n/a,136.5,125,U
BASKETBALL,CBB,UTEP,JACKSON STATE,n/a,139.5,128,U
BASKETBALL,CBB,BYU,FLORIDA A&M,n/a,147.5,160,O
BASKETBALL,CBB,LOYOLA MARYMOUNT,SOUTHERN UNIVERSITY,n/a,136.5,162,O
BASKETBALL,CBB,NORFOLK STATE,ALABAMA STATE,n/a,145.5,125,U
BASKETBALL,CBB,NORTH ALABAMA,CHARLESTON SOUTHERN,n/a,148.5,155,O
BASKETBALL,CBB,CLEVELAND STATE,OAKLAND,n/a,128.5,167,O
BASKETBALL,CBB,DELAWARE STATE,GRAMBLING,n/a,141.5,133,U
BASKETBALL,CBB,MOREHEAD STATE,UT MARTIN,n/a,144.0,139,U
BASKETBALL,CBB,BELMONT,UC IRVINE,n/a,154.5,176,O
BASKETBALL,CBB,MIDDLE TENNESSEE,LIPSCOMB,n/a,149.0,132,U
BASKETBALL,CBB,TEXAS,NEW ORLEANS,n/a,148.5,160,O
BASKETBALL,CBB,LITTLE ROCK,SIU EDWARDSVILLE,n/a,137.5,116,U
BASKETBALL,CBB,WYOMING,BELLARMINE,n/a,140.5,147,O
BASKETBALL,CBB,SOUTHERN INDIANA,TENNESSEE STATE,n/a,150.5,152,O
BASKETBALL,CBB,SE MISSOURI STATE,EASTERN ILLINOIS,n/a,139.5,151,O
BASKETBALL,CBB,LINDENWOOD,TENNESSEE TECH,n/a,144.5,152,O
BASKETBALL,CBB,UTAH TECH,SOUTH DAKOTA,n/a,164.0,179,O
BASKETBALL,CBB,PEPPERDINE,LONG BEACH STATE,n/a,138.5,155,O
BASKETBALL,CBB,GRAND CANYON,CHICAGO STATE,n/a,149.5,125,U
