Sport,League,Home_Team,Away_Team,Scenario,Home_Line,Away_Line,Actual_Point_Diff,Who_Covered,Winning_Line
BASKETBALL,CBB,WICHITA STATE,UMKC,n/a,-14.5,14.5,-10.0,UMKC,14.5
BASKETBALL,CBB,MARYLAND,SAINT FRANCIS PA,n/a,-34.0,34.0,54.0,MARYLAND,-34.0
BASKETBALL,CBB,OHIO STATE,VALPARAISO,n/a,-21.5,21.5,22.0,OHIO STATE,-21.5
BASKETBALL,CBB,KANSAS STATE,DRAKE,n/a,-1.5,1.5,-3.0,DRAKE,1.5
BASKETBALL,CBB,WESTERN KENTUCKY,SEATTLE,n/a,-6.5,6.5,13.0,WESTERN KENTUCKY,-6.5
BASKETBALL,CBB,AUBURN,GEORGIA STATE,n/a,-39.5,39.5,41.0,AUBURN,-39.5
BASKETBALL,CBB,SOUTHERN MISS,LAMAR,n/a,2.5,-2.5,-4.0,LAMAR,-2.5
BASKETBALL,CBB,ULM,HOUSTON CHRISTIAN,n/a,-4.0,4.0,-6.0,HOUSTON CHRISTIAN,4.0
BASKETBALL,CBB,WESTERN ILLINOIS,TENNESSEE TECH,n/a,-2.0,2.0,3.0,WESTERN ILLINOIS,-2.0
BASKETBALL,CBB,UTAH STATE,UC SAN DIEGO,n/a,-10.0,10.0,-2.0,UC SAN DIEGO,10.0
BASKETBALL,CBB,COLORADO STATE,RADFORD,n/a,-12.5,12.5,10.0,RADFORD,12.5
BASKETBALL,CBB,BOISE STATE,TEXAS SOUTHERN,n/a,-23.5,23.5,31.0,BOISE STATE,-23.5
BASKETBALL,CBB,LSU,STETSON,n/a,-23.5,23.5,46.0,LSU,-23.5
BASKETBALL,CBB,UTAH,FLORIDA A&M,n/a,-32.5,32.5,30.0,FLORIDA A&M,32.5
BASKETBALL,CBB,UCLA,PRAIRIE VIEW,n/a,-34.0,34.0,36.0,UCLA,-34.0
BASKETBALL,CBB,STANFORD,MERRIMACK,n/a,-15.5,15.5,6.0,MERRIMACK,15.5
BASKETBALL,CBB,CAL POLY,DENVER,n/a,-10.5,10.5,1.0,DENVER,10.5
BASKETBALL,CBB,OREGON STATE,SACRAMENTO STATE,n/a,-20.5,20.5,37.0,OREGON STATE,-20.5
BASKETBALL,CBB,CHARLESTON,WOFFORD,n/a,-6.0,6.0,10.0,CHARLESTON,-6.0
BASKETBALL,CBB,CENTRAL ARKANSAS,THE CITADEL,n/a,-4.5,4.5,2.0,THE CITADEL,4.5
BASKETBALL,CBB,GRAMBLING,SE LOUISIANA,n/a,-2.5,2.5,-10.0,SE LOUISIANA,2.5
BASKETBALL,CBB,MIDDLE TENNESSEE,CALIFORNIA BAPTIST,n/a,-5.0,5.0,11.0,MIDDLE TENNESSEE,-5.0
BASKETBALL,CBB,LOUISIANA TECH,GRAND CANYON,n/a,2.5,-2.5,8.0,LOUISIANA TECH,2.5
BASKETBALL,CBB,TCU,SOUTH ALABAMA,n/a,-12.5,12.5,9.0,SOUTH ALABAMA,12.5
BASKETBALL,CBB,NORTHERN IOWA,MONTANA,n/a,-10.5,10.5,28.0,NORTHERN IOWA,-10.5
BASKETBALL,CBB,NORTHERN COLORADO,AIR FORCE,n/a,-9.5,9.5,5.0,AIR FORCE,9.5
BASKETBALL,CBB,RICE,ALCORN,n/a,-16.5,16.5,2.0,ALCORN,16.5
BASKETBALL,CBB,TEXAS TECH,ORAL ROBERTS,n/a,-27.0,27.0,36.0,TEXAS TECH,-27.0
BASKETBALL,CBB,UTEP,TARLETON STATE,n/a,-15.0,15.0,5.0,TARLETON STATE,15.0
BASKETBALL,CBB,NEW MEXICO STATE,SOUTHERN UTAH,n/a,-5.0,5.0,3.0,SOUTHERN UTAH,5.0
FOOTBALL,NFL,MIN VIKINGS,CHI BEARS,n/a,-7.0,7.0,18.0,MIN VIKINGS,-7.0
FOOTBALL,NFL,LV RAIDERS,ATL FALCONS,n/a,6.0,-6.0,-6.0,"",""
BASKETBALL,NBA,DET PISTONS,MIA HEAT,n/a,4.5,-4.5,1.0,DET PISTONS,4.5
BASKETBALL,NBA,CHA HORNETS,PHI 76ERS,n/a,3.5,-3.5,-13.0,PHI 76ERS,-3.5
BASKETBALL,NBA,BKN NETS,CLE CAVALIERS,n/a,10.5,-10.5,-29.0,CLE CAVALIERS,-10.5
BASKETBALL,NBA,TOR RAPTORS,CHI BULLS,n/a,2.0,-2.0,-1.0,TOR RAPTORS,2.0
BASKETBALL,NBA,SAC KINGS,DEN NUGGETS,n/a,-1.5,1.5,-1.0,DEN NUGGETS,1.5
BASKETBALL,NBA,LA CLIPPERS,UTA JAZZ,n/a,-8.5,8.5,37.0,LA CLIPPERS,-8.5
FOOTBALL,NFL,DET LIONS,BUF BILLS,n/a,-2.5,2.5,-6.0,BUF BILLS,2.5
FOOTBALL,NFL,DEN BRONCOS,IND COLTS,n/a,-4.5,4.5,18.0,DEN BRONCOS,-4.5
FOOTBALL,NFL,PHI EAGLES,PIT STEELERS,n/a,-5.5,5.5,14.0,PHI EAGLES,-5.5
FOOTBALL,NFL,ARI CARDINALS,NE PATRIOTS,n/a,-6.0,6.0,13.0,ARI CARDINALS,-6.0
FOOTBALL,NFL,LA CHARGERS,TB BUCCANEERS,n/a,-2.5,2.5,-23.0,TB BUCCANEERS,2.5
FOOTBALL,NFL,SEA SEAHAWKS,GB PACKERS,n/a,2.5,-2.5,-17.0,GB PACKERS,-2.5
FOOTBALL,NFL,NY GIANTS,BAL RAVENS,n/a,16.5,-16.5,-21.0,BAL RAVENS,-16.5
FOOTBALL,NFL,NO SAINTS,WAS COMMANDERS,n/a,7.5,-7.5,-1.0,NO SAINTS,7.5
FOOTBALL,NFL,CLE BROWNS,KC CHIEFS,n/a,4.5,-4.5,-14.0,KC CHIEFS,-4.5
FOOTBALL,NFL,TEN TITANS,CIN BENGALS,n/a,5.5,-5.5,-10.0,CIN BENGALS,-5.5
FOOTBALL,NFL,HOU TEXANS,MIA DOLPHINS,n/a,-3.0,3.0,8.0,HOU TEXANS,-3.0
FOOTBALL,NFL,JAX JAGUARS,NY JETS,n/a,3.5,-3.5,-7.0,NY JETS,-3.5
FOOTBALL,NFL,CAR PANTHERS,DAL COWBOYS,n/a,-2.5,2.5,-16.0,DAL COWBOYS,2.5
Basketball,NBA,NY KNICKS,ATL HAWKS,IN-SEASON TOURNAMENT,-7.5,7.5,"",ATL HAWKS,7.5
Basketball,NBA,HOU ROCKETS,GS WARRIORS,IN-SEASON TOURNAMENT,-2.5,2.5,"",GS WARRIORS,2.5
FOOTBALL,NFL,SF 49ERS,LA RAMS,n/a,-3.0,3.0,"",LA RAMS,3.0
BASKETBALL,NBA,BOS CELTICS,DET PISTONS,n/a,-12.5,12.5,"",BOS CELTICS,-12.5
BASKETBALL,NBA,MIA HEAT,TOR RAPTORS,n/a,-10.5,10.5,"",TOR RAPTORS,10.5
BASKETBALL,NBA,NO PELICANS,SAC KINGS,n/a,7.0,-7.0,"",NO PELICANS,7.0
BASKETBALL,CBB,VIRGINIA TECH,NORTH CAROLINA A&T,n/a,-15.0,15.0,"",VIRGINIA TECH,-15.0
BASKETBALL,CBB,VIRGINIA,BETHUNE-COOKMAN,n/a,-16.0,16.0,"",VIRGINIA,-16.0
BASKETBALL,CBB,THE CITADEL,CAMPBELL,n/a,1.5,-1.5,"",CAMPBELL,-1.5
BASKETBALL,CBB,IOWA,IOWA STATE,n/a,5.5,-5.5,"",IOWA STATE,-5.5
BASKETBALL,CBB,TEXAS,NEW MEXICO STATE,n/a,-19.5,19.5,"",TEXAS,-19.5
BASKETBALL,CBB,ARKANSAS STATE,UT ARLINGTON,n/a,-9.5,9.5,"",UT ARLINGTON,9.5
BASKETBALL,CBB,EVANSVILLE,CHATTANOOGA,n/a,1.5,-1.5,"",CHATTANOOGA,-1.5
BASKETBALL,CBB,MERRIMACK,BOSTON UNIVERSITY,n/a,-4.5,4.5,3.0,BOSTON UNIVERSITY,4.5
BASKETBALL,CBB,LOUISIANA TECH,GEORGIA SOUTHERN,n/a,-11.5,11.5,14.0,LOUISIANA TECH,-11.5
BASKETBALL,CBB,NEBRASKA,INDIANA,n/a,-4.0,4.0,17.0,NEBRASKA,-4.0
BASKETBALL,CBB,NORTHERN IOWA,OMAHA,n/a,-14.0,14.0,20.0,NORTHERN IOWA,-14.0
BASKETBALL,CBB,UTSA,NORTH DAKOTA,n/a,-7.5,7.5,4.0,NORTH DAKOTA,7.5
BASKETBALL,CBB,COLORADO,SOUTH DAKOTA STATE,n/a,-9.5,9.5,23.0,COLORADO,-9.5
BASKETBALL,CBB,SAINT THOMAS MN,WESTERN MICHIGAN,n/a,-11.5,11.5,6.0,WESTERN MICHIGAN,11.5
BASKETBALL,CBB,UTAH TECH,WEBER STATE,n/a,3.5,-3.5,-2.0,UTAH TECH,3.5
BASKETBALL,NBA,CLE CAVALIERS,WAS WIZARDS,n/a,-16.5,16.5,10.0,WAS WIZARDS,16.5
BASKETBALL,NBA,PHI 76ERS,IND PACERS,n/a,-6.5,6.5,-14.0,IND PACERS,6.5
BASKETBALL,NBA,MEM GRIZZLIES,BKN NETS,n/a,-10.0,10.0,16.0,MEM GRIZZLIES,-10.0
BASKETBALL,NBA,CHI BULLS,CHA HORNETS,n/a,-6.5,6.5,14.0,CHI BULLS,-6.5
BASKETBALL,NBA,MIN TIMBERWOLVES,LA LAKERS,n/a,-8.5,8.5,10.0,MIN TIMBERWOLVES,-8.5
BASKETBALL,NBA,DEN NUGGETS,LA CLIPPERS,n/a,-6.0,6.0,22.0,DEN NUGGETS,-6.0
BASKETBALL,NBA,UTA JAZZ,PHO SUNS,n/a,7.5,-7.5,-8.0,PHO SUNS,-7.5
BASKETBALL,NBA,POR TRAIL BLAZERS,SA SPURS,n/a,3.0,-3.0,-2.0,POR TRAIL BLAZERS,3.0
BASKETBALL,CBB,CLEMSON,MEMPHIS,n/a,-5.5,5.5,-5.0,MEMPHIS,5.5
BASKETBALL,CBB,PURDUE,TEXAS A&M,n/a,-2.0,2.0,-4.0,TEXAS A&M,2.0
BASKETBALL,CBB,FURMAN,SOUTH CAROLINA STATE,n/a,-12.5,12.5,4.0,SOUTH CAROLINA STATE,12.5
BASKETBALL,CBB,SOUTH DAKOTA,WESTERN ILLINOIS,n/a,-9.5,9.5,23.0,SOUTH DAKOTA,-9.5
BASKETBALL,CBB,PENN STATE,COPPIN STATE,n/a,-38.5,38.5,48.0,PENN STATE,-38.5
BASKETBALL,CBB,AUBURN,OHIO STATE,n/a,-12.0,12.0,38.0,AUBURN,-12.0
BASKETBALL,CBB,DEPAUL,WICHITA STATE,n/a,-4.5,4.5,19.0,DEPAUL,-4.5
BASKETBALL,CBB,LOUISIANA,LAMAR,n/a,-2.5,2.5,-29.0,LAMAR,2.5
BASKETBALL,CBB,YOUNGSTOWN STATE,TOLEDO,n/a,-2.0,2.0,6.0,YOUNGSTOWN STATE,-2.0
BASKETBALL,CBB,JACKSONVILLE,ETSU,n/a,3.5,-3.5,8.0,JACKSONVILLE,3.5
BASKETBALL,CBB,CINCINNATI,XAVIER,n/a,-8.0,8.0,3.0,XAVIER,8.0
BASKETBALL,CBB,UCF,TULSA,n/a,-10.5,10.5,13.0,UCF,-10.5
BASKETBALL,CBB,UMASS LOWELL,DARTMOUTH,n/a,-11.0,11.0,9.0,DARTMOUTH,11.0
BASKETBALL,CBB,FLORIDA ATLANTIC,TEXAS STATE,n/a,-8.5,8.5,9.0,FLORIDA ATLANTIC,-8.5
BASKETBALL,CBB,UNC ASHEVILLE,WESTERN CAROLINA,n/a,-9.0,9.0,17.0,UNC ASHEVILLE,-9.0
BASKETBALL,CBB,APPALACHIAN STATE,HIGH POINT,n/a,6.0,-6.0,-6.0,"",""
BASKETBALL,CBB,WESTERN KENTUCKY,MURRAY STATE,n/a,-6.0,6.0,5.0,MURRAY STATE,6.0
BASKETBALL,CBB,LONGWOOD,NC CENTRAL,n/a,-8.0,8.0,-7.0,NC CENTRAL,8.0
BASKETBALL,CBB,GARDNER-WEBB,QUEENS NC,n/a,-6.0,6.0,-2.0,QUEENS NC,6.0
BASKETBALL,CBB,SOUTH CAROLINA,USC UPSTATE,n/a,-26.0,26.0,20.0,USC UPSTATE,26.0
BASKETBALL,CBB,GEORGIA STATE,CHARLOTTE,n/a,-1.5,1.5,-14.0,CHARLOTTE,1.5
BASKETBALL,CBB,BUTLER,WISCONSIN,n/a,4.5,-4.5,-9.0,WISCONSIN,-4.5
BASKETBALL,CBB,ARIZONA,UCLA,n/a,-3.5,3.5,-3.0,UCLA,3.5
BASKETBALL,CBB,RUTGERS,SETON HALL,n/a,-11.5,11.5,-3.0,SETON HALL,11.5
BASKETBALL,CBB,CALIFORNIA,NORTHWESTERN STATE,n/a,-16.5,16.5,18.0,CALIFORNIA,-16.5
BASKETBALL,CBB,HOWARD,UNC WILMINGTON,n/a,4.5,-4.5,5.0,HOWARD,4.5
BASKETBALL,CBB,BELLARMINE,BALL STATE,n/a,1.5,-1.5,-4.0,BALL STATE,-1.5
BASKETBALL,CBB,UT ARLINGTON,ULM,n/a,-14.0,14.0,9.0,ULM,14.0
BASKETBALL,CBB,KANSAS,NC STATE,n/a,-14.5,14.5,15.0,KANSAS,-14.5
BASKETBALL,CBB,ARIZONA STATE,FLORIDA,n/a,6.5,-6.5,-17.0,FLORIDA,-6.5
BASKETBALL,CBB,NORTH CAROLINA,LA SALLE,n/a,-21.0,21.0,26.0,NORTH CAROLINA,-21.0
BASKETBALL,CBB,SOUTHERN MISS,OLE MISS,n/a,23.0,-23.0,31.0,OLE MISS,-23.0
BASKETBALL,CBB,UTAH STATE,SOUTH FLORIDA,n/a,-16.0,16.0,21.0,UTAH STATE,-16.0
BASKETBALL,CBB,SMU,LSU,n/a,-4.0,4.0,10.0,SMU,-4.0
BASKETBALL,CBB,ARKANSAS,CENTRAL ARKANSAS,n/a,-28.0,28.0,25.0,CENTRAL ARKANSAS,28.0
BASKETBALL,CBB,PEPPERDINE,NORTHERN ARIZONA,n/a,-4.0,4.0,10.0,PEPPERDINE,-4.0
BASKETBALL,CBB,MARSHALL,OHIO,n/a,-1.0,1.0,9.0,MARSHALL,-1.0
BASKETBALL,CBB,STETSON,FIU,n/a,4.0,-4.0,-9.0,FIU,-4.0
BASKETBALL,CBB,VALPARAISO,CENTRAL MICHIGAN,n/a,-1.0,1.0,16.0,VALPARAISO,-1.0
BASKETBALL,CBB,FLORIDA STATE,TULANE,n/a,-10.5,10.5,13.0,FLORIDA STATE,-10.5
BASKETBALL,CBB,SANTA CLARA,BRADLEY,n/a,-3.5,3.5,8.0,SANTA CLARA,-3.5
BASKETBALL,CBB,LINDENWOOD,IU INDIANAPOLIS,n/a,1.0,-1.0,18.0,LINDENWOOD,1.0
BASKETBALL,CBB,WASHINGTON STATE,MISSOURI STATE,n/a,-11.0,11.0,13.0,WASHINGTON STATE,-11.0
BASKETBALL,CBB,OREGON STATE,UC IRVINE,n/a,-2.5,2.5,12.0,OREGON STATE,-2.5
BASKETBALL,CBB,WEST VIRGINIA,BETHUNE-COOKMAN,n/a,-24.5,24.5,23.0,BETHUNE-COOKMAN,24.5
BASKETBALL,CBB,JACKSONVILLE STATE,UTAH VALLEY,n/a,-3.0,3.0,4.0,JACKSONVILLE STATE,-3.0
BASKETBALL,CBB,AUSTIN PEAY,SOUTHERN ILLINOIS,n/a,2.0,-2.0,-5.0,SOUTHERN ILLINOIS,-2.0
BASKETBALL,CBB,NORTH FLORIDA,UNC GREENSBOR0,n/a,-1.0,1.0,12.0,NORTH FLORIDA,-1.0
BASKETBALL,CBB,KENTUCKY,LOUISVILLE,n/a,-10.0,10.0,8.0,LOUISVILLE,10.0
BASKETBALL,CBB,ILLINOIS,TENNESSEE,n/a,1.5,-1.5,-2.0,TENNESSEE,-1.5
BASKETBALL,CBB,MISSISSIPPI STATE,MCNEESE,n/a,-9.5,9.5,3.0,MCNEESE,9.5
BASKETBALL,CBB,GEORGIA,GRAND CANYON,n/a,-7.0,7.0,5.0,GRAND CANYON,7.0
BASKETBALL,CBB,DUQUESNE,TOWSON,n/a,2.5,-2.5,18.0,DUQUESNE,2.5
BASKETBALL,CBB,RICHMOND,BELMONT,n/a,2.0,-2.0,-7.0,BELMONT,-2.0
BASKETBALL,CBB,DAYTON,MARQUETTE,n/a,-1.0,1.0,8.0,DAYTON,-1.0
BASKETBALL,CBB,DAVIDSON,DETROIT MERCY,n/a,-16.0,16.0,35.0,DAVIDSON,-16.0
BASKETBALL,CBB,UTAH,RADFORD,n/a,-20.0,20.0,18.0,RADFORD,20.0
BASKETBALL,CBB,LIBERTY,NORTH CAROLINA A&T,n/a,-20.0,20.0,9.0,NORTH CAROLINA A&T,20.0
BASKETBALL,CBB,UC SANTA BARBARA,GREEN BAY,n/a,-13.5,13.5,17.0,UC SANTA BARBARA,-13.5
BASKETBALL,CBB,FRESNO STATE,SAN DIEGO,n/a,-5.0,5.0,8.0,FRESNO STATE,-5.0
BASKETBALL,CBB,MOUNT SAINT MARYS,LOYOLA MARYLAND,n/a,-4.5,4.5,-8.0,LOYOLA MARYLAND,4.5
BASKETBALL,CBB,COLORADO STATE,VCU,n/a,6.0,-6.0,-8.0,VCU,-6.0
BASKETBALL,CBB,UCONN,GONZAGA,n/a,2.5,-2.5,6.0,UCONN,2.5
BASKETBALL,CBB,OKLAHOMA STATE,OKLAHOMA,n/a,4.5,-4.5,-15.0,OKLAHOMA,-4.5
BASKETBALL,CBB,EASTERN KENTUCKY,EASTERN ILLINOIS,n/a,-10.0,10.0,15.0,EASTERN KENTUCKY,-10.0
BASKETBALL,CBB,UMKC,BOWLING GREEN,n/a,-3.5,3.5,8.0,UMKC,-3.5
BASKETBALL,CBB,ALABAMA,CREIGHTON,n/a,-11.5,11.5,8.0,CREIGHTON,11.5
BASKETBALL,CBB,BYU,WYOMING,n/a,-16.0,16.0,19.0,BYU,-16.0
BASKETBALL,CBB,LOYOLA MARYMOUNT,PRAIRIE VIEW,n/a,-18.5,18.5,1.0,PRAIRIE VIEW,18.5
BASKETBALL,CBB,BOISE STATE,SAINT MARYS,n/a,2.5,-2.5,2.0,BOISE STATE,2.5
BASKETBALL,CBB,NEVADA,TEXAS SOUTHERN,n/a,-21.0,21.0,32.0,NEVADA,-21.0
BASKETBALL,CBB,SAN JOSE STATE,CAL POLY,n/a,-5.0,5.0,7.0,SAN JOSE STATE,-5.0
BASKETBALL,CBB,SACRAMENTO STATE,UC DAVIS,n/a,7.0,-7.0,-7.0,"",""
BASKETBALL,CBB,UNLV,PACIFIC,n/a,-12.5,12.5,7.0,PACIFIC,12.5
BASKETBALL,CBB,HAWAII,A&M-CORPUS CHRISTI,n/a,-5.0,5.0,9.0,HAWAII,-5.0
BASKETBALL,NBA,MIL BUCKS,ATL HAWKS,n/a,-4.0,4.0,8.0,MIL BUCKS,-4.0
BASKETBALL,NBA,OKC THUNDER,HOU ROCKETS,n/a,-5.5,5.5,15.0,OKC THUNDER,-5.5
FOOTBALL,CFB,WESTERN MICHIGAN,SOUTH ALABAMA,n/a,7.5,-7.5,-7.0,WESTERN MICHIGAN,7.5
BASKETBALL,CBB,VIRGINIA TECH,NAVY,n/a,-14.5,14.5,8.0,NAVY,14.5
BASKETBALL,CBB,EAST TEXAS A&M,SOUTH ALABAMA,n/a,7.5,-7.5,-9.0,SOUTH ALABAMA,-7.5
BASKETBALL,CBB,RHODE ISLAND,CENTRAL CONNECTICUT STATE,n/a,-9.0,9.0,8.0,CENTRAL CONNECTICUT STATE,9.0
BASKETBALL,CBB,OLD DOMINION,NORTHEASTERN,n/a,7.0,-7.0,-4.0,NORTHEASTERN,7.0
BASKETBALL,CBB,NORTHERN KENTUCKY,NORFOLK STATE,n/a,-3.5,3.5,9.0,NORTHERN KENTUCKY,-3.5
BASKETBALL,CBB,IOWA STATE,OMAHA,n/a,-35.0,35.0,32.0,OMAHA,35.0
BASKETBALL,CBB,MILWAUKEE,AKRON,n/a,-1.0,1.0,18.0,MILWAUKEE,-1.0
BASKETBALL,CBB,MIAMI FL,PRESBYTERIAN,n/a,-18.0,18.0,19.0,MIAMI FL,-18.0
BASKETBALL,CBB,NORTH DAKOTA STATE,WESTERN MICHIGAN,n/a,-8.0,8.0,36.0,NORTH DAKOTA STATE,-8.0
BASKETBALL,CBB,CHATTANOOGA,ALABAMA A&M,n/a,-18.0,18.0,22.0,CHATTANOOGA,-18.0
BASKETBALL,CBB,MERCER,CHICAGO STATE,n/a,-15.5,15.5,12.0,CHICAGO STATE,15.5
BASKETBALL,CBB,EASTERN MICHIGAN,PURDUE FORT WAYNE,n/a,5.5,-5.5,-23.0,PURDUE FORT WAYNE,-5.5
BASKETBALL,CBB,LITTLE ROCK,ILLINOIS CHICAGO,n/a,-3.0,3.0,-8.0,ILLINOIS CHICAGO,3.0
BASKETBALL,CBB,MORGAN STATE,CAMPBELL,n/a,6.0,-6.0,10.0,MORGAN STATE,6.0
BASKETBALL,CBB,IOWA,NEW ORLEANS,n/a,-31.5,31.5,47.0,IOWA,-31.5
BASKETBALL,CBB,NORTH DAKOTA,UTSA,n/a,1.0,-1.0,-8.0,UTSA,-1.0
BASKETBALL,CBB,TEXAS,ARKANSAS-PINE BLUFF,n/a,-41.0,41.0,64.0,TEXAS,-41.0
BASKETBALL,CBB,BOSTON COLLEGE,STONEHILL,n/a,-17.0,17.0,4.0,STONEHILL,17.0
BASKETBALL,CBB,GEORGIA TECH,NORTHWESTERN,n/a,6.5,-6.5,-11.0,NORTHWESTERN,-6.5
BASKETBALL,CBB,KENT STATE,MERCYHURST,n/a,-19.5,19.5,25.0,KENT STATE,-19.5
BASKETBALL,CBB,ILLINOIS STATE,SAINT LOUIS,n/a,1.5,-1.5,4.0,ILLINOIS STATE,1.5
BASKETBALL,CBB,CAL STATE FULLERTON,DENVER,n/a,-3.5,3.5,15.0,CAL STATE FULLERTON,-3.5
BASKETBALL,CBB,OREGON,STEPHEN F. AUSTIN,n/a,-21.0,21.0,18.0,STEPHEN F. AUSTIN,21.0
BASKETBALL,CBB,UAB,ARKANSAS STATE,n/a,-3.5,3.5,-9.0,ARKANSAS STATE,3.5
BASKETBALL,CBB,LOYOLA CHICAGO,SAN FRANCISCO,n/a,3.0,-3.0,-10.0,SAN FRANCISCO,-3.0
BASKETBALL,CBB,IDAHO,UC SAN DIEGO,n/a,7.5,-7.5,-24.0,UC SAN DIEGO,-7.5
BASKETBALL,CBB,USC,MONTANA STATE,n/a,-9.0,9.0,26.0,USC,-9.0
BASKETBALL,NBA,IND PACERS,NO PELICANS,n/a,-7.0,7.0,15.0,IND PACERS,-7.0
BASKETBALL,NBA,ORL MAGIC,NY KNICKS,n/a,4.5,-4.5,-9.0,NY KNICKS,-4.5
BASKETBALL,NBA,WAS WIZARDS,BOS CELTICS,n/a,17.5,-17.5,-14.0,WAS WIZARDS,17.5
BASKETBALL,NBA,SA SPURS,MIN TIMBERWOLVES,n/a,4.5,-4.5,-14.0,MIN TIMBERWOLVES,-4.5
BASKETBALL,NBA,PHO SUNS,POR TRAIL BLAZERS,n/a,-11.5,11.5,7.0,POR TRAIL BLAZERS,11.5
BASKETBALL,NBA,GS WARRIORS,DAL MAVERICKS,n/a,3.0,-3.0,-10.0,DAL MAVERICKS,-3.0
BASKETBALL,NBA,LA LAKERS,MEM GRIZZLIES,n/a,4.5,-4.5,6.0,LA LAKERS,4.5
