Sport,League,Home_Team,Away_Team,Scenario,Home_Line,Away_Line,Actual_Point_Diff,Who_Covered,Winning_Line
BASKETBALL,CBB,UMASS LOWELL,VERMONT,n/a,-5.5,5.5,-4.0,VERMONT,5.5
BASKETBALL,CBB,IU INDIANAPOLIS,DETROIT MERCY,n/a,-4.5,4.5,34.0,IU INDIANAPOLIS,-4.5
BASKETBALL,CBB,BELLARMINE,JACKSONVILLE,n/a,7.5,-7.5,-15.0,JACKSONVILLE,-7.5
BASKETBALL,CBB,TROY,TEXAS STATE,n/a,-7.0,7.0,-1.0,TEXAS STATE,7.0
BASKETBALL,CBB,MONMOUTH,UNC WILMINGTON,n/a,4.5,-4.5,-9.0,UNC WILMINGTON,-4.5
BASKETBALL,CBB,WRIGHT STATE,OAKLAND,n/a,-3.0,3.0,4.0,WRIGHT STATE,-3.0
BASKETBALL,CBB,NORTH CAROLINA A&T,DELAWARE,n/a,3.5,-3.5,-10.0,DELAWARE,-3.5
BASKETBALL,CBB,HAMPTON,CAMPBELL,n/a,-5.0,5.0,-11.0,CAMPBELL,5.0
BASKETBALL,CBB,NJIT,UMBC,n/a,8.5,-8.5,-23.0,UMBC,-8.5
BASKETBALL,CBB,TOWSON,NORTHEASTERN,n/a,-5.0,5.0,7.0,TOWSON,-5.0
BASKETBALL,CBB,MARSHALL,JAMES MADISON,n/a,-1.0,1.0,2.0,MARSHALL,-1.0
BASKETBALL,CBB,WILLIAM & MARY,ELON,n/a,-2.5,2.5,13.0,WILLIAM & MARY,-2.5
BASKETBALL,CBB,EASTERN KENTUCKY,NORTH FLORIDA,n/a,-4.5,4.5,5.0,EASTERN KENTUCKY,-4.5
BASKETBALL,CBB,FLORIDA GULF COAST,NORTH ALABAMA,n/a,-1.5,1.5,5.0,FLORIDA GULF COAST,-1.5
BASKETBALL,CBB,STETSON,CENTRAL ARKANSAS,n/a,-2.0,2.0,10.0,STETSON,-2.0
BASKETBALL,CBB,LOUISIANA TECH,FIU,n/a,-7.5,7.5,17.0,LOUISIANA TECH,-7.5
BASKETBALL,CBB,MIDDLE TENNESSEE,KENNESAW STATE,n/a,-9.0,9.0,5.0,KENNESAW STATE,9.0
BASKETBALL,CBB,MICHIGAN STATE,WASHINGTON,n/a,-13.5,13.5,34.0,MICHIGAN STATE,-13.5
BASKETBALL,CBB,ORAL ROBERTS,NORTH DAKOTA STATE,n/a,7.0,-7.0,-14.0,NORTH DAKOTA STATE,-7.0
BASKETBALL,CBB,SAMFORD,VMI,n/a,-18.0,18.0,13.0,VMI,18.0
BASKETBALL,CBB,SOUTHERN MISS,ULM,n/a,-8.5,8.5,17.0,SOUTHERN MISS,-8.5
BASKETBALL,CBB,LIPSCOMB,QUEENS NC,n/a,-14.0,14.0,-2.0,QUEENS NC,14.0
BASKETBALL,CBB,AUSTIN PEAY,WEST GEORGIA,n/a,-8.0,8.0,-4.0,WEST GEORGIA,8.0
BASKETBALL,CBB,WESTERN KENTUCKY,JACKSONVILLE STATE,n/a,-7.0,7.0,-6.0,JACKSONVILLE STATE,7.0
BASKETBALL,CBB,UTAH VALLEY,GRAND CANYON,n/a,3.0,-3.0,8.0,UTAH VALLEY,3.0
BASKETBALL,CBB,LOUISIANA,OLD DOMINION,n/a,-4.5,4.5,-11.0,OLD DOMINION,4.5
BASKETBALL,CBB,SOUTH ALABAMA,ARKANSAS STATE,n/a,-1.0,1.0,14.0,SOUTH ALABAMA,-1.0
BASKETBALL,CBB,SE MISSOURI STATE,SOUTHERN INDIANA,n/a,-7.5,7.5,11.0,SE MISSOURI STATE,-7.5
BASKETBALL,CBB,SOUTHERN UTAH,TARLETON STATE,n/a,-7.0,7.0,-8.0,TARLETON STATE,7.0
BASKETBALL,CBB,EASTERN ILLINOIS,TENNESSEE TECH,n/a,-2.0,2.0,-5.0,TENNESSEE TECH,2.0
BASKETBALL,CBB,LINDENWOOD,TENNESSEE STATE,n/a,-1.5,1.5,10.0,LINDENWOOD,-1.5
BASKETBALL,CBB,WESTERN ILLINOIS,UT MARTIN,n/a,-1.0,1.0,-2.0,UT MARTIN,1.0
BASKETBALL,CBB,UC DAVIS,CAL STATE FULLERTON,n/a,-8.5,8.5,10.0,UC DAVIS,-8.5
BASKETBALL,CBB,MONTANA,NORTHERN ARIZONA,n/a,-8.0,8.0,5.0,NORTHERN ARIZONA,8.0
BASKETBALL,CBB,UTAH TECH,UT ARLINGTON,n/a,4.0,-4.0,12.0,UTAH TECH,4.0
BASKETBALL,CBB,DENVER,NORTH DAKOTA,n/a,-2.0,2.0,-25.0,NORTH DAKOTA,2.0
BASKETBALL,CBB,MONTANA STATE,NORTHERN COLORADO,n/a,-1.0,1.0,-1.0,NORTHERN COLORADO,1.0
BASKETBALL,CBB,SAM HOUSTON,LIBERTY,n/a,4.0,-4.0,-8.0,LIBERTY,-4.0
BASKETBALL,CBB,WASHINGTON STATE,PACIFIC,n/a,-15.5,15.5,-1.0,PACIFIC,15.5
BASKETBALL,CBB,UC SAN DIEGO,CAL POLY,n/a,-15.0,15.0,27.0,UC SAN DIEGO,-15.0
BASKETBALL,CBB,SAN FRANCISCO,PORTLAND,n/a,-20.0,20.0,9.0,PORTLAND,20.0
BASKETBALL,CBB,SANTA CLARA,OREGON STATE,n/a,-6.5,6.5,1.0,OREGON STATE,6.5
BASKETBALL,CBB,UC SANTA BARBARA,CSU BAKERSFIELD,n/a,-8.5,8.5,12.0,UC SANTA BARABARA,-8.5
BASKETBALL,CBB,CSUN,UC IRVINE,n/a,3.5,-3.5,-10.0,UC IRVINE,-3.5
BASKETBALL,CBB,UC RIVERSIDE,HAWAII,n/a,-2.0,2.0,-7.0,HAWAII,2.0
BASKETBALL,CBB,PORTLAND STATE,EASTERN WASHINGTON,n/a,-3.0,3.0,5.0,PORTLAND STATE,-3.0
BASKETBALL,CBB,SACRAMENTO STATE,IDAHO,n/a,3.5,-3.5,-13.0,IDAHO,-3.5
BASKETBALL,NBA,CLE CAVALIERS,OKC THUNDER,n/a,-2.0,2.0,7.0,CLE CAVALIERS,-2.0
BASKETBALL,NBA,IND PACERS,CHI BULLS,n/a,-6.5,6.5,16.0,IND PACERS,-6.5
BASKETBALL,NBA,PHI 76ERS,WAS WIZARDS,n/a,-11.0,11.0,6.0,WAS WIZARDS,11.0
BASKETBALL,NBA,NY KNICKS,TOR RAPTORS,n/a,-12.0,12.0,14.0,NY KNICKS,-12.0
BASKETBALL,NBA,BKN NETS,DET PISTONS,n/a,8.5,-8.5,-15.0,DET PISTONS,-8.5
BASKETBALL,NBA,NO PELICANS,POR TRAIL BLAZERS,n/a,-2.5,2.5,-19.0,POR TRAIL BLAZERS,2.5
BASKETBALL,NBA,DEN NUGGETS,LA CLIPPERS,n/a,2.5,-2.5,23.0,DEN NUGGETS,2.5
BASKETBALL,NBA,MIL BUCKS,SA SPURS,n/a,-5.0,5.0,16.0,MIL BUCKS,-5.0
BASKETBALL,CBB,HOLY CROSS,NAVY,n/a,-1.5,1.5,11.0,HOLY CROSS,-1.5
BASKETBALL,CBB,VILLANOVA,UCONN,n/a,-1.5,1.5,2.0,VILLANOVA,-1.5
BASKETBALL,CBB,SETON HALL,DEPAUL,n/a,-3.0,3.0,5.0,SETON HALL,-3.0
BASKETBALL,CBB,APPALACHIAN STATE,COASTAL CAROLINA,n/a,-8.0,8.0,23.0,APPALACHIAN STATE,-8.0
BASKETBALL,CBB,YOUNGSTOWN STATE,NORTHERN KENTUCKY,n/a,-2.0,2.0,11.0,YOUNGSTOWN STATE,-2.0
BASKETBALL,CBB,LA SALLE,LOYOLA CHICAGO,n/a,2.0,-2.0,-11.0,LOYOLA CHICAGO,-2.0
BASKETBALL,CBB,SOUTH CAROLINA,ALABAMA,n/a,10.5,-10.5,-20.0,ALABAMA,-10.5
BASKETBALL,CBB,ARKANSAS,OLE MISS,n/a,-4.0,4.0,-7.0,OLE MISS,4.0
BASKETBALL,CBB,INDIANA,USC,n/a,-7.0,7.0,13.0,INDIANA,-7.0
BASKETBALL,CBB,GEORGE MASON,RICHMOND,n/a,-14.0,14.0,6.0,RICHMOND,14.0
BASKETBALL,CBB,UMASS,DAYTON,n/a,10.5,-10.5,4.0,UMASS,10.5
BASKETBALL,CBB,THE CITADEL,FURMAN,n/a,13.5,-13.5,-4.0,THE CITADEL,13.5
BASKETBALL,CBB,MIAMI FL,FLORIDA STATE,n/a,-1.5,1.5,-15.0,FLORIDA STATE,1.5
BASKETBALL,CBB,UCF,COLORADO,n/a,-7.5,7.5,1.0,COLORADO,7.5
BASKETBALL,CBB,WOFFORD,WESTERN CAROLINA,n/a,-13.0,13.0,8.0,WESTERN CAROLINA,13.0
BASKETBALL,CBB,NC STATE,NOTRE DAME,n/a,-3.0,3.0,1.0,NOTRE DAME,3.0
BASKETBALL,CBB,RHODE ISLAND,GEORGE WASHINGTON,n/a,-7.0,7.0,-8.0,GEORGE WASHINGTON,7.0
BASKETBALL,CBB,CHARLOTTE,FLORIDA ATLANTIC,n/a,5.5,-5.5,-11.0,FLORIDA ATLANTIC,-5.5
BASKETBALL,CBB,BRADLEY,DRAKE,n/a,-2.0,2.0,-7.0,DRAKE,2.0
BASKETBALL,CBB,NORTHERN IOWA,MURRAY STATE,n/a,-5.5,5.5,-3.0,MURRAY STATE,5.5
BASKETBALL,CBB,CHARLESTON SOUTHERN,HIGH POINT,n/a,8.0,-8.0,-14.0,HIGH POINT,-8.0
BASKETBALL,CBB,BUCKNELL,LAFAYETTE,n/a,-4.0,4.0,3.0,LAFAYETTE,4.0
BASKETBALL,CBB,EAST CAROLINA,TEMPLE,n/a,-3.0,3.0,1.0,TEMPLE,3.0
BASKETBALL,CBB,DUQUESNE,SAINT JOSEPHS,n/a,3.0,-3.0,4.0,DUQUESNE,3.0
BASKETBALL,CBB,PURDUE FORT WAYNE,MILWAUKEE,n/a,-3.0,3.0,5.0,PURDUE FORT WAYNE,-3.0
BASKETBALL,CBB,LONGWOOD,UNC ASHEVILLE,n/a,-4.0,4.0,9.0,LONGWOOD,-4.0
BASKETBALL,CBB,USC UPSTATE,PRESBYTERIAN,n/a,3.5,-3.5,10.0,USC UPSTATE,3.5
BASKETBALL,CBB,MERCER,ETSU,n/a,2.5,-2.5,-2.0,MERCER,2.5
BASKETBALL,CBB,GARDNER-WEBB,WINTHROP,n/a,3.5,-3.5,6.0,GARDNER-WEBB,3.5
BASKETBALL,CBB,ROBERT MORRIS,CLEVELAND STATE,n/a,-2.0,2.0,-11.0,CLEVELAND STATE,2.0
BASKETBALL,CBB,BOSTON UNIVERSITY,AMERICAN,n/a,-3.0,3.0,6.0,BOSTON UNIVERSITY,-3.0
BASKETBALL,CBB,BELMONT,SOUTHERN ILLINOIS,n/a,-10.5,10.5,4.0,SOUTHERN ILLINOIS,10.5
BASKETBALL,CBB,EVANSVILLE,ILLINOIS STATE,n/a,5.5,-5.5,18.0,EVANSVILLE,5.5
BASKETBALL,CBB,VALPARAISO,INDIANA STATE,n/a,-3.5,3.5,3.0,INDIANA STATE,3.5
BASKETBALL,CBB,PROVIDENCE,BUTLER,n/a,-2.5,2.5,19.0,PROVIDENCE,-2.5
BASKETBALL,CBB,GEORGIA STATE,GEORGIA SOUTHERN,n/a,-3.0,3.0,5.0,GEORGIA STATE,-3.0
BASKETBALL,CBB,KANSAS,ARIZONA STATE,n/a,-14.5,14.5,19.0,KANSAS,-14.5
BASKETBALL,CBB,ILLINOIS,PENN STATE,n/a,-11.0,11.0,39.0,ILLINOIS,-11.0
BASKETBALL,CBB,OKLAHOMA,TEXAS A&M,n/a,-3.0,3.0,-2.0,TEXAS A&M,3.0
BASKETBALL,CBB,NORTH TEXAS,RICE,n/a,-11.0,11.0,22.0,NORTH TEXAS,-11.0
BASKETBALL,CBB,STANFORD,VIRGINIA TECH,n/a,-7.5,7.5,11.0,STANFORD,-7.5
BASKETBALL,CBB,GONZAGA,SAN DIEGO,n/a,-30.0,30.0,13.0,SAN DIEGO,30.0
BASKETBALL,CBB,SAINT THOMAS MN,SOUTH DAKOTA STATE,n/a,-4.0,4.0,1.0,SOUTH DAKOTA STATE,4.0
BASKETBALL,CBB,OMAHA,UMKC,n/a,-1.5,1.5,19.0,OMAHA,-1.5
BASKETBALL,CBB,SAN DIEGO STATE,AIR FORCE,n/a,-19.5,19.5,29.0,SAN DIEGO STATE,-19.5
BASKETBALL,CBB,CALIFORNIA,VIRGINIA,n/a,-4.5,4.5,14.0,CALIFORNIA,-4.5
BASKETBALL,NBA,WAS WIZARDS,HOU ROCKETS,n/a,13.0,-13.0,-23.0,HOU ROCKETS,-13.0
BASKETBALL,NBA,CHA HORNETS,PHO SUNS,n/a,4.5,-4.5,11.0,CHA HORNETS,4.5
BASKETBALL,NBA,DAL MAVERICKS,LA LAKERS,n/a,6.5,-6.5,21.0,DAL MAVERICKS,6.5
BASKETBALL,NBA,NO PELICANS,MIN TIMBERWOLVES,n/a,5.5,-5.5,-7.0,MIN TIMBERWOLVES,-5.5
BASKETBALL,NBA,UTA JAZZ,ATL HAWKS,n/a,6.5,-6.5,-3.0,UTA JAZZ,6.5
BASKETBALL,NBA,DEN NUGGETS,BOS CELTICS,n/a,6.0,-6.0,-12.0,BOS CELTICS,-6.0
BASKETBALL,NBA,GS WARRIORS,MIA HEAT,n/a,-9.0,9.0,-16.0,MIA HEAT,9.0
BASKETBALL,CBB,MORGAN STATE,NC CENTRAL,n/a,3.5,-3.5,3.0,MORGAN STATE,3.5
BASKETBALL,CBB,FLORIDA,TENNESSEE,n/a,-4.0,4.0,30.0,FLORIDA,-4.0
BASKETBALL,CBB,GEORGIA,KENTUCKY,n/a,2.5,-2.5,13.0,GEORGIA,2.5
BASKETBALL,CBB,DUKE,PITTSBURGH,n/a,-14.5,14.5,29.0,DUKE,-14.5
BASKETBALL,CBB,WEST VIRGINIA,ARIZONA,n/a,3.5,-3.5,-19.0,ARIZONA,-3.5
BASKETBALL,CBB,LOUISVILLE,CLEMSON,n/a,-3.5,3.5,10.0,LOUISVILLE,-3.5
BASKETBALL,CBB,AKRON,CENTRAL MICHIGAN,n/a,-7.5,7.5,16.0,AKRON,-7.5
BASKETBALL,CBB,TOLEDO,EASTERN MICHIGAN,n/a,-9.5,9.5,3.0,EASTERN MICHIGAN,9.5
BASKETBALL,CBB,NORTHERN ILLINOIS,KENT STATE,n/a,12.5,-12.5,-18.0,KENT STATE,-12.5
BASKETBALL,CBB,WESTERN MICHIGAN,BOWLING GREEN,n/a,-5.0,5.0,-4.0,BOWLING GREEN,5.0
BASKETBALL,CBB,BALL STATE,MIAMIA OH,n/a,1.0,-1.0,-8.0,MIAMI OH,-1.0
BASKETBALL,CBB,UAB,TULANE,n/a,-9.0,9.0,12.0,UAB,-9.0
BASKETBALL,CBB,MARQUETTE,GEORGETOWN,n/a,-12.0,12.0,8.0,GEORGETOWN,12.0
BASKETBALL,CBB,IOWA STATE,UTAH,n/a,-17.5,17.5,23.0,IOWA STATE,-17.5
BASKETBALL,CBB,BAYLOR,CINCINNATI,n/a,-6.0,6.0,20.0,BAYLOR,-6.0
BASKETBALL,CBB,IOWA,NEBRASKA,n/a,-4.0,4.0,10.0,IOWA,-4.0
BASKETBALL,CBB,OKLAHOMA STATE,KANSAS STATE,n/a,-3.0,3.0,13.0,OKLAHOMA STATE,-3.0
BASKETBALL,CBB,UTSA,TULSA,n/a,-5.0,5.0,-5.0,TULSA,5.0
BASKETBALL,CBB,MISSOURI STATE,ILLINOIS CHICAGO,n/a,-2.5,2.5,-17.0,ILLINOIS CHICAGO,2.5
BASKETBALL,CBB,EASTERN ILLINOIS,SIU EDWARDSVILLE,n/a,2.5,-2.5,-3.0,SIU EDWARDSVILLE,-2.5
BASKETBALL,CBB,TEXAS,AUBURN,n/a,11.0,-11.0,-5.0,TEXAS,11.0
BASKETBALL,CBB,NORTH CAROLINA,SMU,n/a,-6.5,6.5,15.0,NORTH CAROLINA,-6.5
BASKETBALL,CBB,VANDERBILT,MISSISSIPPI STATE,n/a,3.0,-3.0,-12.0,MISSISSIPPI STATE,-3.0
BASKETBALL,CBB,COLORADO STATE,FRESNO STATE,n/a,-14.0,14.0,27.0,COLORADO STATE,-14.0
BASKETBALL,CBB,BYU,TEXAS TECH,n/a,-2.0,2.0,-5.0,TEXAS TECH,2.0
BASKETBALL,CBB,MISSOURI,LSU,n/a,-7.5,7.5,16.0,MISSOURI,-7.5
BASKETBALL,CBB,UCLA,MICHIGAN,n/a,-2.5,2.5,-19.0,MICHIGAN,2.5
BASKETBALL,CBB,SAN JOSE STATE,UTAH STATE,n/a,10.0,-10.0,-7.0,SAN JOSE STATE,10.0
BASKETBALL,CBB,WYOMING,NEW MEXICO,n/a,6.5,-6.5,-8.0,NEW MEXICO,-6.5
BASKETBALL,CBB,BOISE STATE,UNLV,n/a,-8.0,8.0,22.0,BOISE STATE,-8.0
BASKETBALL,CBB,SAINT MARYS,LOYOLA MARYMOUNT,n/a,-14.5,14.5,25.0,SAINT MARYS,-14.5
BASKETBALL,NBA,DET PISTONS,POR TRAIL BLAZERS,n/a,-6.5,6.5,3.0,POR TRAIL BLAZERS,6.5
BASKETBALL,NBA,PHI 76ERS,PHO SUNS,n/a,-3.0,3.0,-10.0,PHO SUNS,3.0
BASKETBALL,NBA,NY KNICKS,ORL MAGIC,n/a,-12.0,12.0,-9.0,ORL MAGIC,12.0
BASKETBALL,NBA,BKN NETS,IND PACERS,n/a,10.5,-10.5,-14.0,IND PACERS,-10.5
BASKETBALL,NBA,TOR RAPTORS,MIL BUCKS,n/a,7.0,-7.0,-24.0,MIL BUCKS,-7.0
BASKETBALL,NBA,CHI BULLS,SA SPURS,n/a,3.0,-3.0,4.0,CHI BULLS,3.0
BASKETBALL,NBA,MIN TIMBERWOLVES,LA CLIPPERS,n/a,-2.0,2.0,2.0,BOTH,""
BASKETBALL,NBA,MEM GRIZZLIES,DAL MAVERICKS,n/a,-5.0,5.0,15.0,MEM GRIZZLIES,-5.0
BASKETBALL,NBA,SAC KINGS,MIA HEAT,n/a,-3.5,3.5,5.0,SAC KINGS,-3.5
BASKETBALL,CBB,DELAWARE STATE,NORFOLK STATE,n/a,6.5,-6.5,-9.0,NORFOLK STATE,-6.5
BASKETBALL,CBB,RUTGERS,WISCONSIN,n/a,1.5,-1.5,-12.0,WISCONSIN,-1.5
BASKETBALL,CBB,WICHITA STATE,SOUTH FLORIDA,n/a,-8.5,8.5,-19.0,SOUTH FLORIDA,8.5
BASKETBALL,CBB,ALABAMA STATE,ARKANSAS-PINE BLUFF,n/a,-14.0,14.0,2.0,ARKANSAS-PINE BLUFF,14.0
